orig, dest, cnt
mys_136_13_gadm2-8,swe_222_21_gadm2-8,4
mys_136_16_gadm2-8,cyp_61_2_gadm2-8,1
mys_136_16_gadm2-8,tha_228_18_gadm2-8,13
mys_136_2_gadm2-8,hun_103_5_gadm2-8,14
mys_136_4_gadm2-8,bra_33_9_gadm2-8,1
mys_136_4_gadm2-8,irn_107_18_gadm2-8,29
mys_136_4_gadm2-8,ita_112_2_gadm2-8,6
mys_136_4_gadm2-8,ita_112_9_gadm2-8,4
mys_136_4_gadm2-8,mys_136_1_gadm2-8,8699
mys_136_4_gadm2-8,prt_182_12_gadm2-8,90
mys_136_4_gadm2-8,tha_228_21_gadm2-8,29
mys_136_4_gadm2-8,tun_234_23_gadm2-8,79
mys_136_8_gadm2-8,sau_200_7_gadm2-8,2
mys_136_9_gadm2-8,chn_49_12_gadm2-8,9
mys_136_9_gadm2-8,vut_247_4_gadm2-8,2
myt_144_8_gadm2-8,deu_86_7_gadm2-8,3
myt_144_8_gadm2-8,ind_105_25_gadm2-8,1
nam_155_2_gadm2-8,usa_244_33_gadm2-8,2
nam_155_5_gadm2-8,omn_170_11_gadm2-8,5
ncl_159_3_gadm2-8,usa_244_31_gadm2-8,0
ner_162_5_gadm2-8,cmr_41_2_gadm2-8,19
ner_162_5_gadm2-8,ita_112_20_gadm2-8,15
ner_162_5_gadm2-8,mar_152_6_gadm2-8,1
ner_162_5_gadm2-8,usa_244_47_gadm2-8,4
nga_163_15_gadm2-8,aus_15_6_gadm2-8,1
nga_163_15_gadm2-8,pol_181_5_gadm2-8,1
nga_163_15_gadm2-8,pyf_81_2_gadm2-8,0
nga_163_20_gadm2-8,sau_200_7_gadm2-8,34
nga_163_25_gadm2-8,aus_15_7_gadm2-8,44
nga_163_33_gadm2-8,esp_215_8_gadm2-8,2
nic_161_13_gadm2-8,deu_86_6_gadm2-8,13
nic_161_13_gadm2-8,tha_228_3_gadm2-8,2
nld_158_14_gadm2-8,usa_244_22_gadm2-8,6
nld_158_8_gadm2-8,esp_215_10_gadm2-8,3242
nld_158_9_gadm2-8,bra_33_9_gadm2-8,25
nld_158_9_gadm2-8,jpn_114_5_gadm2-8,8
nld_158_9_gadm2-8,pak_171_7_gadm2-8,217
nld_158_9_gadm2-8,usa_244_47_gadm2-8,614
nor_169_10_gadm2-8,tha_228_48_gadm2-8,9
nor_169_12_gadm2-8,pol_181_3_gadm2-8,10
nor_169_13_gadm2-8,esp_215_13_gadm2-8,26
nor_169_13_gadm2-8,usa_244_7_gadm2-8,0
nor_169_14_gadm2-8,twn_225_2_gadm2-8,1
nor_169_17_gadm2-8,fra_79_4_gadm2-8,6
nor_169_5_gadm2-8,,2208
nor_169_7_gadm2-8,arg_12_13_gadm2-8,1
nor_169_7_gadm2-8,chn_49_8_gadm2-8,0
nor_169_7_gadm2-8,idn_106_30_gadm2-8,0
nor_169_7_gadm2-8,tha_228_19_gadm2-8,1
nor_169_7_gadm2-8,usa_244_1_gadm2-8,0
npl_157_1_gadm2-8,col_53_14_gadm2-8,5
npl_157_1_gadm2-8,mar_152_12_gadm2-8,3
npl_157_1_gadm2-8,tur_235_41_gadm2-8,12
nzl_160_10_gadm2-8,chn_49_26_gadm2-8,4
nzl_160_11_gadm2-8,tha_228_65_gadm2-8,2
nzl_160_15_gadm2-8,usa_244_22_gadm2-8,11
nzl_160_1_gadm2-8,afg_1_14_gadm2-8,13
nzl_160_1_gadm2-8,bol_28_8_gadm2-8,6
nzl_160_1_gadm2-8,chn_49_4_gadm2-8,300
nzl_160_1_gadm2-8,deu_86_2_gadm2-8,121
nzl_160_1_gadm2-8,ind_105_5_gadm2-8,4
nzl_160_1_gadm2-8,mys_136_14_gadm2-8,39
nzl_160_1_gadm2-8,nga_163_15_gadm2-8,3
nzl_160_1_gadm2-8,rou_187_14_gadm2-8,2
nzl_160_1_gadm2-8,tur_235_71_gadm2-8,2
nzl_160_3_gadm2-8,aut_16_9_gadm2-8,12
nzl_160_3_gadm2-8,chn_49_2_gadm2-8,176
nzl_160_3_gadm2-8,jpn_114_24_gadm2-8,14
nzl_160_3_gadm2-8,mar_152_8_gadm2-8,0
nzl_160_3_gadm2-8,nzl_160_12_gadm2-8,1185
nzl_160_5_gadm2-8,aus_15_7_gadm2-8,96
nzl_160_5_gadm2-8,chn_49_19_gadm2-8,0
nzl_160_6_gadm2-8,ita_112_6_gadm2-8,1
nzl_160_6_gadm2-8,pak_171_8_gadm2-8,1
nzl_160_6_gadm2-8,usa_244_34_gadm2-8,2
nzl_160_6_gadm2-8,vnm_250_23_gadm2-8,1
nzl_160_6_gadm2-8,vnm_250_26_gadm2-8,1
nzl_160_7_gadm2-8,can_42_9_gadm2-8,13
nzl_160_7_gadm2-8,chn_49_1_gadm2-8,0
nzl_160_7_gadm2-8,usa_244_33_gadm2-8,0
nzl_160_8_gadm2-8,chn_49_2_gadm2-8,2
nzl_160_8_gadm2-8,mdv_137_gadm2-8,1
nzl_160_8_gadm2-8,usa_244_45_gadm2-8,0
omn_170_11_gadm2-8,egy_69_11_gadm2-8,976
omn_170_11_gadm2-8,esp_215_17_gadm2-8,16
omn_170_9_gadm2-8,atg_11_6_gadm2-8,1
omn_170_9_gadm2-8,che_223_8_gadm2-8,11
pak_171_4_gadm2-8,xnc_167_5_gadm2-8,26
pak_171_6_gadm2-8,pak_171_2_gadm2-8,8
pak_171_7_gadm2-8,can_42_11_gadm2-8,35
pak_171_8_gadm2-8,bra_33_24_gadm2-8,14
pak_171_8_gadm2-8,sau_200_11_gadm2-8,7600
pan_174_12_gadm2-8,jey_115_6_gadm2-8,1
pan_174_12_gadm2-8,ken_118_30_gadm2-8,4
pan_174_12_gadm2-8,mex_145_11_gadm2-8,35
pan_174_12_gadm2-8,tur_235_38_gadm2-8,1
pan_174_12_gadm2-8,tur_235_47_gadm2-8,1
pan_174_8_gadm2-8,bel_23_1_gadm2-8,1
per_178_15_gadm2-8,arg_12_14_gadm2-8,19
per_178_17_gadm2-8,esp_215_8_gadm2-8,13
per_178_17_gadm2-8,per_178_4_gadm2-8,73
per_178_17_gadm2-8,usa_244_4_gadm2-8,0
per_178_22_gadm2-8,esp_215_17_gadm2-8,1
per_178_23_gadm2-8,fra_79_18_gadm2-8,1
per_178_24_gadm2-8,esp_215_3_gadm2-8,0
per_178_24_gadm2-8,ita_112_5_gadm2-8,0
per_178_4_gadm2-8,fra_79_2_gadm2-8,1
per_178_5_gadm2-8,fra_79_2_gadm2-8,1
per_178_8_gadm2-8,deu_86_1_gadm2-8,0
per_178_8_gadm2-8,usa_244_50_gadm2-8,1
phl_179_15_gadm2-8,chn_49_24_gadm2-8,12
phl_179_20_gadm2-8,aus_15_5_gadm2-8,3
phl_179_25_gadm2-8,dji_65_3_gadm2-8,1
phl_179_25_gadm2-8,tur_235_9_gadm2-8,1
phl_179_28_gadm2-8,dza_5_32_gadm2-8,1
phl_179_28_gadm2-8,mdv_137_gadm2-8,2
phl_179_36_gadm2-8,jpn_114_7_gadm2-8,39
phl_179_47_gadm2-8,chn_49_30_gadm2-8,102
phl_179_47_gadm2-8,fji_77_5_gadm2-8,54
phl_179_47_gadm2-8,gab_83_1_gadm2-8,3
phl_179_47_gadm2-8,mnp_168_3_gadm2-8,72
phl_179_48_gadm2-8,ita_112_8_gadm2-8,0
phl_179_49_gadm2-8,aus_15_10_gadm2-8,13
phl_179_4_gadm2-8,chn_49_2_gadm2-8,303
phl_179_4_gadm2-8,pak_171_8_gadm2-8,1
phl_179_51_gadm2-8,jor_116_2_gadm2-8,2
plw_172_6_gadm2-8,chn_49_17_gadm2-8,1
plw_172_6_gadm2-8,ind_105_25_gadm2-8,9
png_175_15_gadm2-8,phl_179_28_gadm2-8,11
pol_181_12_gadm2-8,deu_86_9_gadm2-8,7
pol_181_12_gadm2-8,esp_215_6_gadm2-8,226
pol_181_12_gadm2-8,fra_79_13_gadm2-8,0
pol_181_12_gadm2-8,syc_203_14_gadm2-8,3
pol_181_13_gadm2-8,nor_169_12_gadm2-8,14
pol_181_14_gadm2-8,can_42_9_gadm2-8,22
pol_181_14_gadm2-8,geo_85_12_gadm2-8,7
pol_181_14_gadm2-8,grc_89_6_gadm2-8,2
pol_181_5_gadm2-8,bgr_37_5_gadm2-8,30
pol_181_5_gadm2-8,dnk_64_3_gadm2-8,48
pol_181_5_gadm2-8,irn_107_7_gadm2-8,1
pol_181_5_gadm2-8,swe_222_1_gadm2-8,1
pol_181_6_gadm2-8,kor_213_11_gadm2-8,82
pol_181_6_gadm2-8,svn_208_7_gadm2-8,14
pol_181_6_gadm2-8,usa_244_44_gadm2-8,5
pol_181_9_gadm2-8,che_223_21_gadm2-8,8
pol_181_9_gadm2-8,col_53_14_gadm2-8,26
pol_181_9_gadm2-8,cze_62_12_gadm2-8,1025
pol_181_9_gadm2-8,esp_215_1_gadm2-8,1042
pol_181_9_gadm2-8,pan_174_8_gadm2-8,1
pol_181_9_gadm2-8,rus_188_45_gadm2-8,4
pol_181_9_gadm2-8,usa_244_40_gadm2-8,5
pri_183_58_gadm2-8,ind_105_25_gadm2-8,3
pri_183_65_gadm2-8,ind_105_32_gadm2-8,3
prt_182_12_gadm2-8,bgd_20_3_gadm2-8,48
prt_182_12_gadm2-8,geo_85_12_gadm2-8,43
prt_182_12_gadm2-8,mex_145_23_gadm2-8,96
prt_182_12_gadm2-8,vnm_250_1_gadm2-8,15
prt_182_13_gadm2-8,esp_215_16_gadm2-8,3
prt_182_15_gadm2-8,ago_8_11_gadm2-8,419
prt_182_15_gadm2-8,rus_188_58_gadm2-8,1
prt_182_9_gadm2-8,kor_213_11_gadm2-8,1
prt_182_9_gadm2-8,usa_244_37_gadm2-8,1
prt_182_9_gadm2-8,usa_244_41_gadm2-8,1
pry_177_5_gadm2-8,bra_33_9_gadm2-8,9
pyf_81_2_gadm2-8,jpn_114_12_gadm2-8,15
qat_184_1_gadm2-8,egy_69_6_gadm2-8,33
qat_184_1_gadm2-8,eth_74_1_gadm2-8,301
qat_184_1_gadm2-8,gmb_84_1_gadm2-8,1
qat_184_1_gadm2-8,hrv_58_5_gadm2-8,468
rou_187_14_gadm2-8,npl_157_1_gadm2-8,1
rou_187_26_gadm2-8,jam_113_6_gadm2-8,1
rou_187_26_gadm2-8,jpn_114_40_gadm2-8,1
rou_187_26_gadm2-8,nld_158_9_gadm2-8,1060
rou_187_26_gadm2-8,usa_244_42_gadm2-8,0
rus_188_11_gadm2-8,bgr_37_5_gadm2-8,5
rus_188_11_gadm2-8,rus_188_10_gadm2-8,6
rus_188_11_gadm2-8,rus_188_18_gadm2-8,11
rus_188_11_gadm2-8,rus_188_28_gadm2-8,1
rus_188_14_gadm2-8,bgd_20_7_gadm2-8,1
rus_188_14_gadm2-8,nzl_160_13_gadm2-8,1
rus_188_15_gadm2-8,som_210_18_gadm2-8,1
rus_188_20_gadm2-8,tur_235_40_gadm2-8,5
rus_188_26_gadm2-8,rus_188_9_gadm2-8,3
rus_188_27_gadm2-8,bgr_37_14_gadm2-8,7
rus_188_27_gadm2-8,ken_118_30_gadm2-8,2
rus_188_28_gadm2-8,jpn_114_1_gadm2-8,4
rus_188_28_gadm2-8,usa_244_18_gadm2-8,0
rus_188_2_gadm2-8,deu_86_7_gadm2-8,25
rus_188_34_gadm2-8,deu_86_3_gadm2-8,54
rus_188_34_gadm2-8,rus_188_6_gadm2-8,381
rus_188_35_gadm2-8,deu_86_6_gadm2-8,27
rus_188_3_gadm2-8,rus_188_77_gadm2-8,0
rus_188_44_gadm2-8,bra_33_21_gadm2-8,2
rus_188_44_gadm2-8,ind_105_31_gadm2-8,106
rus_188_44_gadm2-8,rus_188_2_gadm2-8,2479
rus_188_44_gadm2-8,tto_233_14_gadm2-8,1
rus_188_44_gadm2-8,tur_235_9_gadm2-8,3
rus_188_44_gadm2-8,usa_244_30_gadm2-8,0
rus_188_45_gadm2-8,deu_86_6_gadm2-8,17
rus_188_45_gadm2-8,rus_188_34_gadm2-8,240
rus_188_47_gadm2-8,bgd_20_7_gadm2-8,1
rus_188_4_gadm2-8,srb_202_4_gadm2-8,4
rus_188_54_gadm2-8,rus_188_39_gadm2-8,2
rus_188_55_gadm2-8,arm_13_4_gadm2-8,58
rus_188_55_gadm2-8,chn_49_2_gadm2-8,19
rus_188_55_gadm2-8,rus_188_58_gadm2-8,62
rus_188_56_gadm2-8,ind_105_25_gadm2-8,21
rus_188_56_gadm2-8,rus_188_40_gadm2-8,144
rus_188_58_gadm2-8,fra_79_16_gadm2-8,1
rus_188_58_gadm2-8,ind_105_31_gadm2-8,1
rus_188_58_gadm2-8,nzl_160_1_gadm2-8,2
rus_188_58_gadm2-8,rus_188_13_gadm2-8,12
rus_188_58_gadm2-8,rus_188_47_gadm2-8,82
rus_188_5_gadm2-8,ind_105_25_gadm2-8,1
rus_188_63_gadm2-8,deu_86_10_gadm2-8,1
rus_188_65_gadm2-8,kaz_117_6_gadm2-8,69
rus_188_68_gadm2-8,dza_5_4_gadm2-8,1
rus_188_69_gadm2-8,aze_17_1_gadm2-8,30
rus_188_69_gadm2-8,nld_158_9_gadm2-8,18
rus_188_6_gadm2-8,tza_227_30_gadm2-8,3
rus_188_73_gadm2-8,bgr_37_24_gadm2-8,3
rus_188_73_gadm2-8,jpn_114_4_gadm2-8,4
rus_188_79_gadm2-8,geo_85_12_gadm2-8,8
rus_188_80_gadm2-8,ita_112_10_gadm2-8,11
rwa_189_5_gadm2-8,tza_227_30_gadm2-8,37
sau_200_10_gadm2-8,fra_79_7_gadm2-8,0
sau_200_10_gadm2-8,idn_106_11_gadm2-8,4
sau_200_11_gadm2-8,are_241_3_gadm2-8,12882
sau_200_11_gadm2-8,aus_15_11_gadm2-8,108
sau_200_11_gadm2-8,col_53_25_gadm2-8,0
sau_200_11_gadm2-8,ita_112_2_gadm2-8,23
sau_200_13_gadm2-8,pak_171_4_gadm2-8,60
sau_200_5_gadm2-8,jpn_114_1_gadm2-8,0
sau_200_5_gadm2-8,khm_40_21_gadm2-8,3
sau_200_5_gadm2-8,lva_124_3_gadm2-8,13
sau_200_5_gadm2-8,mar_152_5_gadm2-8,511
sau_200_5_gadm2-8,pak_171_4_gadm2-8,1122
sau_200_6_gadm2-8,rus_188_68_gadm2-8,9
sau_200_7_gadm2-8,chn_49_26_gadm2-8,36
sau_200_8_gadm2-8,rou_187_14_gadm2-8,0
sdn_218_7_gadm2-8,irq_108_5_gadm2-8,6
sdn_218_7_gadm2-8,nzl_160_15_gadm2-8,1
sgp_205_1_gadm2-8,chn_49_26_gadm2-8,1723
sgp_205_1_gadm2-8,jpn_114_46_gadm2-8,37
sle_204_4_gadm2-8,pak_171_4_gadm2-8,3
sle_204_4_gadm2-8,prt_182_12_gadm2-8,2
slv_70_10_gadm2-8,aus_15_5_gadm2-8,0
slv_70_10_gadm2-8,rus_188_44_gadm2-8,1
slv_70_10_gadm2-8,tur_235_54_gadm2-8,2
srb_202_11_gadm2-8,ita_112_10_gadm2-8,220
srb_202_4_gadm2-8,cog_185_2_gadm2-8,2
srb_202_4_gadm2-8,pri_183_65_gadm2-8,1
sur_219_7_gadm2-8,aut_16_6_gadm2-8,1
svk_207_3_gadm2-8,irl_109_6_gadm2-8,1126
svk_207_4_gadm2-8,aut_16_2_gadm2-8,2
svk_207_4_gadm2-8,tur_235_37_gadm2-8,1
svn_208_7_gadm2-8,mex_145_25_gadm2-8,0
svn_208_7_gadm2-8,vgb_35_4_gadm2-8,0
swe_222_11_gadm2-8,ago_8_11_gadm2-8,1
swe_222_11_gadm2-8,chn_49_3_gadm2-8,0
swe_222_11_gadm2-8,eth_74_1_gadm2-8,4
swe_222_11_gadm2-8,fra_79_22_gadm2-8,5
swe_222_15_gadm2-8,irn_107_27_gadm2-8,6
swe_222_15_gadm2-8,tha_228_10_gadm2-8,28
swe_222_15_gadm2-8,tur_235_40_gadm2-8,1205
swe_222_15_gadm2-8,usa_244_17_gadm2-8,0
swe_222_18_gadm2-8,ltu_130_10_gadm2-8,28
swe_222_19_gadm2-8,fin_78_5_gadm2-8,12
swe_222_19_gadm2-8,hkg_102_1_gadm2-8,4
swe_222_1_gadm2-8,aut_16_6_gadm2-8,8
swe_222_1_gadm2-8,can_42_2_gadm2-8,6
swe_222_1_gadm2-8,sur_219_7_gadm2-8,1
swe_222_1_gadm2-8,tha_228_67_gadm2-8,0
swe_222_21_gadm2-8,nor_169_7_gadm2-8,107
swe_222_5_gadm2-8,tha_228_10_gadm2-8,1
swe_222_7_gadm2-8,usa_244_23_gadm2-8,0
sxm_206_gadm2-8,esp_215_6_gadm2-8,1
sxm_206_gadm2-8,nor_169_7_gadm2-8,1
syc_203_14_gadm2-8,nic_161_13_gadm2-8,0
syc_203_15_gadm2-8,mus_143_5_gadm2-8,15
tca_237_4_gadm2-8,esp_215_16_gadm2-8,3
tca_237_4_gadm2-8,mex_145_2_gadm2-8,6
tca_237_4_gadm2-8,tun_234_23_gadm2-8,0
tca_237_4_gadm2-8,usa_244_36_gadm2-8,126
tca_237_5_gadm2-8,tca_237_1_gadm2-8,33
tcd_47_22_gadm2-8,kor_213_11_gadm2-8,5
tcd_47_22_gadm2-8,mar_152_12_gadm2-8,1
tcd_47_22_gadm2-8,mex_145_24_gadm2-8,0
tcd_47_22_gadm2-8,pan_174_12_gadm2-8,1
tcd_47_22_gadm2-8,sau_200_5_gadm2-8,25
tcd_47_22_gadm2-8,sau_200_8_gadm2-8,4
tcd_47_22_gadm2-8,svn_208_7_gadm2-8,4
tgo_230_3_gadm2-8,hrv_58_5_gadm2-8,3
tha_228_10_gadm2-8,cze_62_12_gadm2-8,35
tha_228_10_gadm2-8,ita_112_16_gadm2-8,18
tha_228_11_gadm2-8,jpn_114_41_gadm2-8,82
tha_228_11_gadm2-8,lux_131_3_gadm2-8,1
tha_228_18_gadm2-8,esp_215_6_gadm2-8,33
tha_228_19_gadm2-8,jpn_114_4_gadm2-8,9
tha_228_32_gadm2-8,tha_228_72_gadm2-8,13
tha_228_3_gadm2-8,mar_152_8_gadm2-8,13
tha_228_3_gadm2-8,phl_179_59_gadm2-8,76
tha_228_48_gadm2-8,gbr_242_4_gadm2-8,1
tha_228_48_gadm2-8,mex_145_22_gadm2-8,0
tha_228_5_gadm2-8,ind_105_31_gadm2-8,20
tha_228_5_gadm2-8,mmr_154_15_gadm2-8,25
tha_228_67_gadm2-8,chn_49_9_gadm2-8,1
tha_228_67_gadm2-8,idn_106_16_gadm2-8,1
tha_228_67_gadm2-8,lux_131_3_gadm2-8,16
tha_228_70_gadm2-8,lao_123_13_gadm2-8,17
tha_228_72_gadm2-8,ind_105_29_gadm2-8,11
tha_228_72_gadm2-8,ind_105_36_gadm2-8,39
tha_228_72_gadm2-8,phl_179_47_gadm2-8,14
tkm_236_1_gadm2-8,cyp_61_5_gadm2-8,3
tls_229_7_gadm2-8,sgp_205_1_gadm2-8,76
ton_232_4_gadm2-8,aus_15_2_gadm2-8,9
ton_232_4_gadm2-8,nzl_160_7_gadm2-8,6
tto_233_14_gadm2-8,ita_112_6_gadm2-8,1
tun_234_23_gadm2-8,ita_112_5_gadm2-8,138
tun_234_23_gadm2-8,kor_213_17_gadm2-8,2
tun_234_23_gadm2-8,nzl_160_9_gadm2-8,1
tun_234_23_gadm2-8,zaf_211_3_gadm2-8,40
tur_235_10_gadm2-8,tur_235_40_gadm2-8,36662
tur_235_11_gadm2-8,sau_200_7_gadm2-8,80
tur_235_15_gadm2-8,aut_16_9_gadm2-8,24
tur_235_15_gadm2-8,vnm_250_23_gadm2-8,4
tur_235_26_gadm2-8,brn_36_2_gadm2-8,2
tur_235_27_gadm2-8,tur_235_10_gadm2-8,4226
tur_235_27_gadm2-8,usa_244_33_gadm2-8,2
tur_235_30_gadm2-8,ben_25_8_gadm2-8,2
tur_235_30_gadm2-8,usa_244_44_gadm2-8,1
tur_235_34_gadm2-8,sau_200_5_gadm2-8,44
tur_235_35_gadm2-8,ita_112_20_gadm2-8,3
tur_235_36_gadm2-8,kgz_122_2_gadm2-8,2
tur_235_36_gadm2-8,kor_213_11_gadm2-8,2
tur_235_37_gadm2-8,mrt_142_10_gadm2-8,2
tur_235_39_gadm2-8,srb_202_4_gadm2-8,3
tur_235_39_gadm2-8,zaf_211_4_gadm2-8,2
tur_235_40_gadm2-8,afg_1_4_gadm2-8,70
tur_235_40_gadm2-8,chn_49_8_gadm2-8,17
tur_235_40_gadm2-8,hkg_102_1_gadm2-8,720
tur_235_40_gadm2-8,ind_105_2_gadm2-8,3
tur_235_40_gadm2-8,kgz_122_6_gadm2-8,21
tur_235_40_gadm2-8,kor_213_11_gadm2-8,1140
tur_235_40_gadm2-8,nzl_160_1_gadm2-8,75
tur_235_40_gadm2-8,png_175_15_gadm2-8,2
tur_235_40_gadm2-8,prt_182_12_gadm2-8,474
tur_235_40_gadm2-8,sau_200_12_gadm2-8,2
tur_235_41_gadm2-8,arg_12_1_gadm2-8,1
tur_235_41_gadm2-8,can_42_1_gadm2-8,0
tur_235_42_gadm2-8,tkm_236_1_gadm2-8,3
tur_235_43_gadm2-8,geo_85_12_gadm2-8,2
tur_235_47_gadm2-8,tur_235_11_gadm2-8,22
tur_235_48_gadm2-8,lva_124_3_gadm2-8,3
tur_235_4_gadm2-8,fra_79_22_gadm2-8,50
tur_235_4_gadm2-8,tur_235_27_gadm2-8,52
tur_235_54_gadm2-8,tza_227_2_gadm2-8,2
tur_235_57_gadm2-8,cub_59_4_gadm2-8,1
tur_235_57_gadm2-8,dnk_64_1_gadm2-8,34
tur_235_60_gadm2-8,bhr_19_5_gadm2-8,12
tur_235_67_gadm2-8,irq_108_2_gadm2-8,6
tur_235_70_gadm2-8,bgr_37_5_gadm2-8,3
tur_235_70_gadm2-8,mar_152_5_gadm2-8,1
tur_235_72_gadm2-8,rou_187_26_gadm2-8,13
tur_235_72_gadm2-8,uzb_246_13_gadm2-8,13
tur_235_75_gadm2-8,irq_108_10_gadm2-8,6
tur_235_78_gadm2-8,egy_69_11_gadm2-8,3
tur_235_78_gadm2-8,rou_187_14_gadm2-8,2
tur_235_9_gadm2-8,tur_235_37_gadm2-8,2
twn_225_4_gadm2-8,esp_215_10_gadm2-8,0
twn_225_6_gadm2-8,ita_112_9_gadm2-8,10
twn_225_6_gadm2-8,jpn_114_1_gadm2-8,3650
twn_225_6_gadm2-8,mmr_154_15_gadm2-8,754
twn_225_6_gadm2-8,zaf_211_1_gadm2-8,4
twn_225_7_gadm2-8,jpn_114_4_gadm2-8,25
tza_227_2_gadm2-8,khm_40_21_gadm2-8,4
tza_227_2_gadm2-8,zaf_211_8_gadm2-8,4
tza_227_30_gadm2-8,bes_29_1_gadm2-8,0
tza_227_9_gadm2-8,ukr_240_26_gadm2-8,1
uga_239_57_gadm2-8,chn_49_4_gadm2-8,3
uga_239_57_gadm2-8,ita_112_6_gadm2-8,7
uga_239_57_gadm2-8,usa_244_43_gadm2-8,12
ukr_240_11_gadm2-8,ita_112_8_gadm2-8,282
ukr_240_11_gadm2-8,nzl_160_15_gadm2-8,1
ukr_240_12_gadm2-8,bra_33_5_gadm2-8,1
ukr_240_12_gadm2-8,ind_105_16_gadm2-8,15
ukr_240_14_gadm2-8,rou_187_26_gadm2-8,20
ukr_240_17_gadm2-8,mys_136_2_gadm2-8,2
ukr_240_26_gadm2-8,are_241_1_gadm2-8,1
ukr_240_3_gadm2-8,are_241_3_gadm2-8,0
usa_244_10_gadm2-8,aus_15_2_gadm2-8,19
usa_244_10_gadm2-8,geo_85_2_gadm2-8,0
usa_244_10_gadm2-8,rus_188_73_gadm2-8,7
usa_244_10_gadm2-8,uga_239_57_gadm2-8,2
usa_244_11_gadm2-8,chn_49_26_gadm2-8,29
usa_244_11_gadm2-8,ita_112_14_gadm2-8,5
usa_244_11_gadm2-8,jpn_114_7_gadm2-8,26
usa_244_11_gadm2-8,mys_136_13_gadm2-8,8
usa_244_12_gadm2-8,deu_86_14_gadm2-8,12
usa_244_12_gadm2-8,egy_69_11_gadm2-8,24
usa_244_12_gadm2-8,nzl_160_13_gadm2-8,20
usa_244_12_gadm2-8,tur_235_17_gadm2-8,1
usa_244_13_gadm2-8,tgo_230_3_gadm2-8,0
usa_244_14_gadm2-8,bhs_18_24_gadm2-8,17
usa_244_14_gadm2-8,hrv_58_4_gadm2-8,10
usa_244_15_gadm2-8,bhr_19_5_gadm2-8,6
usa_244_15_gadm2-8,fin_78_2_gadm2-8,0
usa_244_16_gadm2-8,est_73_1_gadm2-8,0
usa_244_16_gadm2-8,hnd_101_6_gadm2-8,7
usa_244_16_gadm2-8,usa_244_3_gadm2-8,2739
usa_244_18_gadm2-8,fra_79_22_gadm2-8,0
usa_244_18_gadm2-8,irn_107_24_gadm2-8,0
usa_244_18_gadm2-8,mex_145_19_gadm2-8,57
usa_244_18_gadm2-8,per_178_8_gadm2-8,0
usa_244_19_gadm2-8,,48
usa_244_19_gadm2-8,hnd_101_6_gadm2-8,149
usa_244_19_gadm2-8,rus_188_55_gadm2-8,1
usa_244_19_gadm2-8,ukr_240_17_gadm2-8,12
usa_244_19_gadm2-8,zaf_211_3_gadm2-8,16
usa_244_1_gadm2-8,rus_188_14_gadm2-8,0
usa_244_20_gadm2-8,col_53_12_gadm2-8,0
usa_244_21_gadm2-8,aut_16_7_gadm2-8,5
usa_244_21_gadm2-8,chn_49_21_gadm2-8,0
usa_244_21_gadm2-8,chn_49_2_gadm2-8,68
usa_244_21_gadm2-8,per_178_8_gadm2-8,14
usa_244_21_gadm2-8,rus_188_4_gadm2-8,0
usa_244_21_gadm2-8,srb_202_4_gadm2-8,0
usa_244_22_gadm2-8,hti_99_7_gadm2-8,28
usa_244_22_gadm2-8,jpn_114_34_gadm2-8,1
usa_244_22_gadm2-8,mex_145_30_gadm2-8,32
usa_244_22_gadm2-8,prt_182_3_gadm2-8,192
usa_244_23_gadm2-8,esp_215_6_gadm2-8,50
usa_244_24_gadm2-8,ita_112_2_gadm2-8,5
usa_244_26_gadm2-8,ita_112_7_gadm2-8,4
usa_244_26_gadm2-8,swe_222_15_gadm2-8,33
usa_244_27_gadm2-8,mex_145_11_gadm2-8,12
usa_244_27_gadm2-8,pol_181_4_gadm2-8,0
usa_244_28_gadm2-8,cri_56_7_gadm2-8,37
usa_244_28_gadm2-8,gha_87_5_gadm2-8,8
usa_244_28_gadm2-8,ind_105_17_gadm2-8,0
usa_244_28_gadm2-8,ita_112_5_gadm2-8,0
usa_244_28_gadm2-8,twn_225_6_gadm2-8,8
usa_244_29_gadm2-8,bra_33_14_gadm2-8,3
usa_244_29_gadm2-8,nam_155_5_gadm2-8,34
usa_244_29_gadm2-8,pri_183_58_gadm2-8,0
usa_244_29_gadm2-8,rus_188_56_gadm2-8,9
usa_244_29_gadm2-8,tur_235_54_gadm2-8,2
usa_244_29_gadm2-8,ukr_240_17_gadm2-8,2
usa_244_2_gadm2-8,bel_23_1_gadm2-8,4
usa_244_2_gadm2-8,usa_244_29_gadm2-8,1678
usa_244_30_gadm2-8,che_223_8_gadm2-8,3
usa_244_31_gadm2-8,bra_33_8_gadm2-8,50
usa_244_32_gadm2-8,ita_112_11_gadm2-8,0
usa_244_32_gadm2-8,jpn_114_4_gadm2-8,72
usa_244_32_gadm2-8,omn_170_2_gadm2-8,1
usa_244_33_gadm2-8,egy_69_11_gadm2-8,1519
usa_244_33_gadm2-8,ind_105_11_gadm2-8,1173
usa_244_34_gadm2-8,deu_86_1_gadm2-8,101
usa_244_34_gadm2-8,deu_86_2_gadm2-8,372
usa_244_34_gadm2-8,ind_105_34_gadm2-8,1
usa_244_35_gadm2-8,jey_115_6_gadm2-8,0
usa_244_35_gadm2-8,vnm_250_23_gadm2-8,0
usa_244_36_gadm2-8,aze_17_1_gadm2-8,4
